Date,Open,High,Low,Close,Adj Close,Volume
2020-08-26,85.0,85.0,83.0,84.0999984741211,84.0999984741211,126262
2020-08-27,84.94999694824219,84.94999694824219,79.9000015258789,81.5999984741211,81.5999984741211,80800
2020-08-28,82.9000015258789,83.80000305175781,80.0,80.4000015258789,80.4000015258789,51572
2020-08-31,80.5999984741211,82.0,76.4000015258789,76.44999694824219,76.44999694824219,60422
2020-09-01,76.44999694824219,78.80000305175781,73.0,75.6500015258789,75.6500015258789,23667
2020-09-02,77.8499984741211,78.5,71.9000015258789,74.75,74.75,26997
2020-09-03,76.0,76.0,72.30000305175781,73.3499984741211,73.3499984741211,21148
2020-09-04,71.0,74.5,71.0,73.0999984741211,73.0999984741211,27912
2020-09-07,72.0999984741211,72.0999984741211,70.0,70.80000305175781,70.80000305175781,30816
2020-09-08,71.0,73.8499984741211,70.05000305175781,70.30000305175781,70.30000305175781,14112
2020-09-09,69.0,71.9000015258789,66.80000305175781,67.6500015258789,67.6500015258789,28043
2020-09-10,68.0,69.44999694824219,67.0999984741211,68.25,68.25,18949
2020-09-11,68.9000015258789,68.9000015258789,66.3499984741211,68.30000305175781,68.30000305175781,14325
2020-09-14,69.0,71.6500015258789,69.0,69.8499984741211,69.8499984741211,25753
2020-09-15,71.19999694824219,71.19999694824219,67.80000305175781,70.25,70.25,14450
2020-09-16,70.0,70.0,69.0,69.30000305175781,69.30000305175781,7263
2020-09-17,69.5,71.8499984741211,68.0,68.55000305175781,68.55000305175781,14694
2020-09-18,69.0,69.9000015258789,67.0,68.30000305175781,68.30000305175781,15251
2020-09-21,68.30000305175781,68.94999694824219,65.0,65.1500015258789,65.1500015258789,24521
2020-09-22,62.0,64.75,61.900001525878906,62.849998474121094,62.849998474121094,18327
2020-09-23,62.099998474121094,63.70000076293945,60.0,60.349998474121094,60.349998474121094,25802
2020-09-24,60.349998474121094,60.349998474121094,58.099998474121094,59.29999923706055,59.29999923706055,12142
2020-09-25,59.900001525878906,61.79999923706055,57.150001525878906,61.04999923706055,61.04999923706055,20482
2020-09-28,62.0,64.0999984741211,61.0,64.0999984741211,64.0999984741211,13616
2020-09-29,64.55000305175781,66.69999694824219,63.099998474121094,64.3499984741211,64.3499984741211,8752
2020-09-30,64.0,65.5999984741211,62.5,64.25,64.25,7075
2020-10-01,67.0,67.44999694824219,66.5,67.19999694824219,67.19999694824219,21810
2020-10-05,68.19999694824219,69.9000015258789,65.0999984741211,67.55000305175781,67.55000305175781,12385
2020-10-06,67.55000305175781,67.55000305175781,66.0999984741211,67.0999984741211,67.0999984741211,5036
2020-10-07,67.0999984741211,67.0999984741211,64.05000305175781,65.55000305175781,65.55000305175781,10314
2020-10-08,65.30000305175781,66.0,64.0,65.44999694824219,65.44999694824219,5160
2020-10-09,65.0999984741211,65.69999694824219,63.5,63.95000076293945,63.95000076293945,11688
2020-10-12,62.5,64.3499984741211,62.5,63.25,63.25,8001
2020-10-13,62.75,64.0,62.0,62.099998474121094,62.099998474121094,5189
2020-10-14,62.0,63.20000076293945,61.0,62.650001525878906,62.650001525878906,8298
2020-10-15,62.0,63.5,61.150001525878906,61.45000076293945,61.45000076293945,9330
2020-10-16,61.099998474121094,62.900001525878906,60.20000076293945,61.599998474121094,61.599998474121094,6175
2020-10-19,59.20000076293945,62.45000076293945,59.20000076293945,60.5,60.5,16534
2020-10-20,60.849998474121094,61.45000076293945,60.04999923706055,61.099998474121094,61.099998474121094,6079
2020-10-21,61.099998474121094,61.900001525878906,60.0,60.25,60.25,14788
2020-10-22,60.5,63.0,60.0,62.25,62.25,14028
2020-10-23,64.4000015258789,64.75,62.54999923706055,63.849998474121094,63.849998474121094,26444
2020-10-26,63.849998474121094,63.900001525878906,62.5,63.650001525878906,63.650001525878906,2552
2020-10-27,62.20000076293945,63.650001525878906,62.0,63.150001525878906,63.150001525878906,8917
2020-10-28,63.0,63.75,61.04999923706055,61.95000076293945,61.95000076293945,10930
2020-10-29,61.5,62.349998474121094,60.5,60.849998474121094,60.849998474121094,5266
2020-10-30,62.20000076293945,62.25,60.25,61.20000076293945,61.20000076293945,4959
2020-11-02,58.599998474121094,61.150001525878906,58.5,59.54999923706055,59.54999923706055,13010
2020-11-03,58.95000076293945,60.400001525878906,58.95000076293945,60.099998474121094,60.099998474121094,10652
2020-11-04,59.099998474121094,60.54999923706055,59.0,60.04999923706055,60.04999923706055,11777
2020-11-05,58.54999923706055,61.650001525878906,58.54999923706055,59.95000076293945,59.95000076293945,11742
2020-11-06,61.849998474121094,61.849998474121094,60.150001525878906,60.70000076293945,60.70000076293945,6640
2020-11-09,62.29999923706055,63.70000076293945,60.0,62.79999923706055,62.79999923706055,24109
2020-11-10,65.9000015258789,65.9000015258789,65.25,65.9000015258789,65.9000015258789,49774
2020-11-11,67.69999694824219,67.69999694824219,62.650001525878906,63.5,63.5,37442
2020-11-12,63.599998474121094,66.6500015258789,62.20000076293945,65.6500015258789,65.6500015258789,66241
2020-11-13,65.6500015258789,65.6500015258789,62.650001525878906,65.1500015258789,65.1500015258789,11833
2020-11-17,65.94999694824219,68.5999984741211,65.94999694824219,68.5999984741211,68.5999984741211,70982
2020-11-18,69.5,72.0,68.5999984741211,71.80000305175781,71.80000305175781,88303
2020-11-19,71.80000305175781,75.3499984741211,68.25,68.5,68.5,382852
2020-11-20,69.44999694824219,69.44999694824219,67.5,68.3499984741211,68.3499984741211,19706
2020-11-23,68.44999694824219,68.5,67.1500015258789,67.75,67.75,22025
2020-11-24,68.9000015258789,68.9000015258789,67.0,67.4000015258789,67.4000015258789,31200
2020-11-25,67.0,68.19999694824219,66.3499984741211,66.8499984741211,66.8499984741211,24605
2020-11-26,68.25,70.1500015258789,65.19999694824219,68.8499984741211,68.8499984741211,64658
2020-11-27,68.9000015258789,68.9000015258789,67.30000305175781,68.30000305175781,68.30000305175781,21480
2020-12-01,68.0,70.0,66.05000305175781,69.25,69.25,44337
2020-12-02,70.94999694824219,72.0,70.05000305175781,71.0999984741211,71.0999984741211,54595
2020-12-03,71.9000015258789,72.3499984741211,70.30000305175781,71.5999984741211,71.5999984741211,34824
2020-12-04,72.25,73.5,71.0,72.05000305175781,72.05000305175781,55463
2020-12-07,73.0,77.94999694824219,73.0,77.0,77.0,301699
2020-12-08,78.44999694824219,78.80000305175781,73.0,75.0,75.0,102066
2020-12-09,75.9000015258789,75.9000015258789,73.5,74.1500015258789,74.1500015258789,39722
2020-12-10,73.19999694824219,75.4000015258789,72.1500015258789,73.3499984741211,73.3499984741211,33097
2020-12-11,73.3499984741211,75.25,72.3499984741211,74.0,74.0,40456
2020-12-14,74.75,78.80000305175781,73.55000305175781,76.8499984741211,76.8499984741211,128146
2020-12-15,76.8499984741211,78.80000305175781,74.0999984741211,77.75,77.75,187100
2020-12-16,80.0,81.05000305175781,76.69999694824219,77.19999694824219,77.19999694824219,90836
2020-12-17,77.19999694824219,77.19999694824219,71.0,73.80000305175781,73.80000305175781,70523
2020-12-18,73.69999694824219,74.0999984741211,71.55000305175781,72.9000015258789,72.9000015258789,60056
2020-12-21,74.69999694824219,78.0,67.9000015258789,69.4000015258789,69.4000015258789,160569
2020-12-22,69.5,71.69999694824219,65.55000305175781,70.5,70.5,54362
2020-12-23,71.94999694824219,73.0,71.0,72.55000305175781,72.55000305175781,29812
2020-12-24,72.69999694824219,74.44999694824219,71.19999694824219,72.30000305175781,72.30000305175781,34368
2020-12-28,72.1500015258789,73.55000305175781,72.1500015258789,72.75,72.75,35562
2020-12-29,73.5999984741211,73.5999984741211,71.0,71.6500015258789,71.6500015258789,21991
2020-12-30,72.1500015258789,72.3499984741211,71.05000305175781,71.69999694824219,71.69999694824219,21864
2020-12-31,71.69999694824219,78.80000305175781,71.0999984741211,76.25,76.25,172112
2021-01-01,77.5,83.8499984741211,74.19999694824219,78.9000015258789,78.9000015258789,1042564
2021-01-04,79.05000305175781,79.94999694824219,73.6500015258789,76.75,76.75,181511
2021-01-05,76.75,77.69999694824219,76.1500015258789,76.69999694824219,76.69999694824219,41751
2021-01-06,77.30000305175781,77.8499984741211,74.30000305175781,75.5999984741211,75.5999984741211,75366
2021-01-07,76.44999694824219,76.94999694824219,75.30000305175781,75.75,75.75,37282
2021-01-08,75.25,76.5,75.0,75.0999984741211,75.0999984741211,41931
2021-01-11,76.75,76.75,73.6500015258789,74.1500015258789,74.1500015258789,27550
2021-01-12,74.75,75.5,74.0,74.5999984741211,74.5999984741211,31805
2021-01-13,75.0,77.0,73.6500015258789,75.0999984741211,75.0999984741211,61962
2021-01-14,75.75,76.94999694824219,75.0,76.0,76.0,57292
2021-01-15,75.8499984741211,76.44999694824219,73.5,73.80000305175781,73.80000305175781,35118
2021-01-18,73.55000305175781,75.4000015258789,71.69999694824219,73.0999984741211,73.0999984741211,31699
2021-01-19,74.0,74.80000305175781,73.6500015258789,74.0999984741211,74.0999984741211,21184
2021-01-20,75.8499984741211,75.8499984741211,74.69999694824219,75.25,75.25,38636
2021-01-21,75.05000305175781,75.5999984741211,73.3499984741211,73.55000305175781,73.55000305175781,32656
2021-01-22,73.5999984741211,74.0,72.0999984741211,72.55000305175781,72.55000305175781,23611
2021-01-25,73.44999694824219,73.44999694824219,71.1500015258789,72.19999694824219,72.19999694824219,18105
2021-01-27,71.0999984741211,71.94999694824219,69.25,70.55000305175781,70.55000305175781,23225
2021-01-28,70.0,73.0,70.0,72.5999984741211,72.5999984741211,41736
2021-01-29,73.94999694824219,73.94999694824219,71.19999694824219,71.6500015258789,71.6500015258789,23133
2021-02-01,72.75,73.5,71.0999984741211,72.05000305175781,72.05000305175781,30268
2021-02-02,71.80000305175781,72.80000305175781,71.30000305175781,71.5,71.5,42571
2021-02-03,71.94999694824219,72.6500015258789,71.19999694824219,71.8499984741211,71.8499984741211,23959
2021-02-04,71.6500015258789,72.4000015258789,71.5,71.55000305175781,71.55000305175781,28738
2021-02-05,73.5999984741211,75.19999694824219,69.94999694824219,71.05000305175781,71.05000305175781,106230
2021-02-08,72.0,73.0,71.25,71.5999984741211,71.5999984741211,20298
2021-02-09,71.5999984741211,72.9000015258789,71.4000015258789,71.80000305175781,71.80000305175781,33513
2021-02-10,72.3499984741211,72.4000015258789,70.25,70.55000305175781,70.55000305175781,38023
2021-02-11,71.94999694824219,71.94999694824219,70.4000015258789,70.6500015258789,70.6500015258789,27762
2021-02-12,72.0,72.0,70.5,70.75,70.75,47712
2021-02-15,71.8499984741211,72.4000015258789,68.8499984741211,70.0,70.0,62847
2021-02-16,70.8499984741211,70.9000015258789,68.1500015258789,69.55000305175781,69.55000305175781,59494
2021-02-17,69.75,70.5,68.5,68.69999694824219,68.69999694824219,79605
2021-02-18,69.0999984741211,69.94999694824219,67.0,68.1500015258789,68.1500015258789,57396
2021-02-19,68.8499984741211,68.94999694824219,67.0999984741211,67.6500015258789,67.6500015258789,45110
2021-02-22,67.19999694824219,68.0,63.5,65.44999694824219,65.44999694824219,57407
2021-02-23,66.6500015258789,66.80000305175781,65.5,66.30000305175781,66.30000305175781,19859
2021-02-24,66.3499984741211,67.3499984741211,66.05000305175781,66.3499984741211,66.3499984741211,10021
2021-02-25,66.8499984741211,69.5,66.80000305175781,68.75,68.75,41219
2021-02-26,67.5,68.30000305175781,67.1500015258789,67.5999984741211,67.5999984741211,37416
2021-03-01,68.0,68.5,67.55000305175781,67.69999694824219,67.69999694824219,19777
2021-03-02,67.80000305175781,68.4000015258789,67.0,67.0999984741211,67.0999984741211,25465
2021-03-03,67.0999984741211,71.4000015258789,67.0999984741211,70.44999694824219,70.44999694824219,98054
2021-03-04,69.94999694824219,80.80000305175781,69.94999694824219,76.25,76.25,741295
2021-03-05,75.55000305175781,79.1500015258789,73.25,73.94999694824219,73.94999694824219,138986
2021-03-08,74.05000305175781,75.4000015258789,72.25,72.94999694824219,72.94999694824219,54693
2021-03-09,73.6500015258789,79.30000305175781,73.0999984741211,74.8499984741211,74.8499984741211,406787
2021-03-10,75.69999694824219,75.94999694824219,73.55000305175781,74.25,74.25,52214
2021-03-12,74.94999694824219,75.0,71.5,71.80000305175781,71.80000305175781,68783
2021-03-15,71.30000305175781,71.8499984741211,69.9000015258789,70.55000305175781,70.55000305175781,63130
2021-03-16,70.44999694824219,77.4000015258789,70.25,73.69999694824219,73.69999694824219,387386
2021-03-17,73.4000015258789,73.8499984741211,70.75,71.30000305175781,71.30000305175781,89005
2021-03-18,71.9000015258789,72.80000305175781,69.0,69.94999694824219,69.94999694824219,50382
2021-03-19,69.0999984741211,70.75,67.5999984741211,69.80000305175781,69.80000305175781,59940
2021-03-22,68.55000305175781,72.0,68.55000305175781,70.55000305175781,70.55000305175781,55533
2021-03-23,70.3499984741211,73.75,70.0,70.9000015258789,70.9000015258789,64899
2021-03-24,70.9000015258789,70.9000015258789,68.19999694824219,68.4000015258789,68.4000015258789,33429
2021-03-25,68.05000305175781,68.25,64.55000305175781,65.19999694824219,65.19999694824219,55836
2021-03-26,65.25,66.5999984741211,63.5,64.0999984741211,64.0999984741211,64721
2021-03-30,65.4000015258789,65.4000015258789,62.0,62.75,62.75,41131
2021-03-31,64.3499984741211,64.75,62.0,62.849998474121094,62.849998474121094,46563
2021-04-01,65.44999694824219,66.5,63.70000076293945,65.9000015258789,65.9000015258789,50432
2021-04-05,65.94999694824219,65.94999694824219,52.75,63.150001525878906,63.150001525878906,55312
2021-04-06,63.150001525878906,66.30000305175781,62.849998474121094,65.19999694824219,65.19999694824219,44582
2021-04-07,65.1500015258789,67.75,65.0999984741211,67.44999694824219,67.44999694824219,41202
2021-04-08,67.44999694824219,67.94999694824219,65.3499984741211,65.94999694824219,65.94999694824219,30646
2021-04-09,65.9000015258789,67.44999694824219,65.25,66.8499984741211,66.8499984741211,30182
